Date,ITOT,IVV,QQQ,VTI,IJR,VPL,VWO,SUSA,HYEM,MGV
2013-03-11 00:00:00-04:00,29.495038986206055,130.2220001220703,62.93826675415039,67.19338989257812,37.62160873413086,44.22087860107422,33.32565689086914,28.515724182128906,14.8701171875,36.779693603515625
2013-03-12 00:00:00-04:00,29.408098220825195,129.9147491455078,62.71012496948242,67.07655334472656,37.46485137939453,43.8681526184082,32.98652648925781,28.398815155029297,14.897638320922852,36.74079513549805
2013-03-13 00:00:00-04:00,29.474334716796875,130.09750366210938,62.627994537353516,67.20176696777344,37.66950988769531,43.8681526184082,32.67000198364258,28.567676544189453,14.914148330688477,36.764122009277344
2013-03-14 00:00:00-04:00,29.63163948059082,130.82821655273438,62.8378791809082,67.57736206054688,38.074462890625,44.01385498046875,32.835792541503906,28.688907623291016,14.919659614562988,36.98194122314453
2013-03-15 00:00:00-04:00,29.610952377319336,130.67869567871094,62.66318130493164,67.50225067138672,38.08316421508789,44.32823181152344,32.56449890136719,28.66726303100586,14.914148330688477,36.97417068481445
2013-03-18 00:00:00-04:00,29.43707847595215,129.88990783691406,62.52598571777344,67.13497161865234,37.85674285888672,44.01385498046875,32.20273971557617,28.49407196044922,14.903146743774414,36.74079513549805
2013-03-19 00:00:00-04:00,29.387407302856445,129.67393493652344,62.407073974609375,66.95134735107422,37.73482131958008,43.983184814453125,31.954050064086914,28.450777053833008,14.853610038757324,36.68632888793945
2013-03-20 00:00:00-04:00,29.586116790771484,130.5043487548828,62.846092224121094,67.45215606689453,38.061405181884766,44.213218688964844,32.1424674987793,28.63262176513672,14.853610038757324,36.88080596923828
2013-03-21 00:00:00-04:00,29.362573623657227,129.4248504638672,62.1326904296875,66.90961456298828,37.73048400878906,44.14420700073242,31.848541259765625,28.455101013183594,14.793071746826172,36.60854721069336
2013-03-22 00:00:00-04:00,29.54056739807129,130.43795776367188,62.73637390136719,67.32382202148438,37.83934020996094,44.43856430053711,31.94513511657715,28.60231590270996,14.853610038757324,36.84721374511719
2013-03-25 00:00:00-04:00,29.591943740844727,130.00660705566406,62.507686614990234,67.09742736816406,37.877750396728516,44.169551849365234,31.877216339111328,28.529373168945312,14.853610038757324,36.714176177978516
2013-03-26 00:00:00-04:00,29.788246154785156,130.99942016601562,62.846092224121094,67.60054779052734,37.995628356933594,44.52310562133789,32.239471435546875,28.68133544921875,14.848111152648926,37.027183532714844
2013-03-27 00:00:00-04:00,29.80078125,130.90765380859375,62.92842102050781,67.6508560180664,38.00434875488281,44.73829650878906,32.36020278930664,28.750804901123047,14.853610038757324,36.98805236816406
2013-03-28 00:00:00-04:00,29.892671585083008,131.29148864746094,63.083953857421875,67.88563537597656,38.008724212646484,44.599952697753906,32.37530517578125,28.8680362701416,14.842601776123047,37.097591400146484
2013-04-01 00:00:00-04:00,29.750667572021484,130.8575897216797,62.65402603149414,67.5250473022461,37.60707092285156,43.639244079589844,32.088531494140625,28.690017700195312,14.773995399475098,37.04281997680664
2013-04-02 00:00:00-04:00,29.86760711669922,131.47499084472656,63.14794158935547,67.72630310058594,37.39751434326172,43.90055465698242,32.118717193603516,28.759485244750977,14.851460456848145,37.16801071166992
2013-04-03 00:00:00-04:00,29.56688117980957,130.1901092529297,62.571712493896484,66.9884033203125,36.8474235534668,43.631561279296875,31.7187442779541,28.577131271362305,14.856996536254883,36.79243850708008
2013-04-04 00:00:00-04:00,29.692180633544922,130.69076538085938,62.59001541137695,67.28189849853516,37.1442756652832,44.49236297607422,31.71118927001953,28.624895095825195,14.967660903930664,36.98805236816406
2013-04-05 00:00:00-04:00,29.58359146118164,130.1317596435547,62.06866455078125,67.04710388183594,37.08317184448242,44.354007720947266,31.665912628173828,28.54674530029297,14.956588745117188,36.88633728027344
2013-04-08 00:00:00-04:00,29.754840850830078,130.93264770507812,62.39793395996094,67.45796203613281,37.3844108581543,44.64607238769531,31.748920440673828,28.6856746673584,14.973194122314453,37.074127197265625
2013-04-09 00:00:00-04:00,29.859251022338867,131.41661071777344,62.818687438964844,67.6508560180664,37.23160171508789,44.69987487792969,32.08097839355469,28.80724334716797,14.995322227478027,37.261924743652344
2013-04-10 00:00:00-04:00,30.230993270874023,133.0602569580078,64.04431915283203,68.52288818359375,37.86901092529297,45.399269104003906,32.36020278930664,29.13287353515625,14.984262466430664,37.692291259765625
2013-04-11 00:00:00-04:00,30.33957862854004,133.49407958984375,64.0168685913086,68.78280639648438,37.886474609375,45.79891586303711,32.3526496887207,29.271799087524414,15.034053802490234,37.79401397705078
2013-04-12 00:00:00-04:00,30.222623825073242,133.14369201660156,63.97115707397461,68.5396728515625,37.720577239990234,45.552982330322266,31.952678680419922,29.106821060180664,15.006394386291504,37.653175354003906
2013-04-15 00:00:00-04:00,29.53765106201172,130.09835815429688,62.70891189575195,66.87103271484375,36.43265914916992,44.830528259277344,31.1149959564209,28.59450340270996,14.890190124511719,36.85503387451172
2013-04-16 00:00:00-04:00,29.955320358276367,131.99227905273438,63.541259765625,67.8604507446289,37.02205276489258,45.57604217529297,31.801742553710938,28.811588287353516,14.862524032592773,37.301048278808594
2013-04-17 00:00:00-04:00,29.508419036865234,130.00660705566406,62.29731750488281,66.84586334228516,36.39773941040039,45.09185028076172,31.341407775878906,28.412147521972656,14.823789596557617,36.8237190246582
2013-04-18 00:00:00-04:00,29.328821182250977,129.25570678710938,61.437538146972656,66.42662811279297,36.175079345703125,44.81515884399414,31.409324645996094,28.26887321472168,14.829319953918457,36.68288803100586
